,"Acadia","Adams","Alibates Flint Quarries","Allegheny Portage Railroad","Big Cypress","Big Hole","Big South Fork National River and Recreation Area","Black Canyon of the Gunnison","Blue Ridge Parkway","Boston African American","Bryce Canyon","Buck Island Reef","Canaveral","Canyonlands","Cape Cod","Cape Hatteras","Carl Sandburg Home","Carlsbad Caverns","Casa Grande Ruins","Castle Clinton","Chamizal","Chattahoochee River","Cowpens","Cumberland Gap","Cumberland Island","Curecanti","DeSoto","Death Valley","Effigy Mounds","El Malpais","Eleanor Roosevelt","Everglades","Flight 93","Fort Caroline","Fort Davis","Fort Larned","Fort Raleigh","Fort Scott","Fort Smith","Fort Stanwix","Fort Vancouver","Fort Washington","Fredericksburg and Spotsylvania County Battlefields Memorial ","General Grant","George Rogers Clark","Gettysburg","Gila Cliff Dwellings","Glen Canyon","Grand Canyon","Grant-Kohrs Ranch","Great Smoky Mountains","Greenbelt","Guadalupe Mountains","Guilford Courthouse","Gulf Islands","Harpers Ferry","Herbert Hoover","Homestead National Monument of America","Independence","Indiana Dunes","Jefferson National Expansion Memorial","Jimmy Carter","Kalaupapa","Kaloko-Honokohau","Keweenaw","Kings Canyon","Kings Mountain","Klondike Gold Rush","Klondike Gold Rush - Seattle Unit","Knife River Indian Villages","Kobuk Valley","Lake Mead","Lake Meredith","Lake Roosevelt","Lava Beds","Lewis and Clark","Lincoln Boyhood","Lincoln Home","Lincoln Memorial","Little River Canyon","Lowell","Lyndon B. Johnson","Lyndon Baines Johnson Memorial Grove on the Potomac","Maggie L. Walker","Mammoth Cave","Manassas","Manhattan Project","Manzanar","Marsh-Billings-Rockefeller","Martin Luther King, Jr.","Martin Van Buren","Mary McLeod Bethune Council House","Minute Man","Montezuma Castle","Moores Creek","Natchez Trace Parkway","North Cascades","Obed Wild and Scenic River","Ozark National Scenic Riverways","Petrified Forest","Petroglyph","Pictured Rocks","Pipestone","Prince William Forest","Pu'uhonua o Honaunau","Puukohola Heiau","River Raisin","Rocky Mountain","Saint Croix National Scenic River","Sand Creek Massacre","Saratoga","Sunset Crater Volcano","Theodore Roosevelt Island","Thomas Stone","Timucuan","Tonto","Tumacacori","Upper Delaware National Scenic and Recreation River","Vanderbilt Mansion","Vicksburg","Washita Battlefield","Weir Farm","White Sands","Whitman Mission","William Jefferson Clinton Birthplace","Wilson's Creek","Wind Cave","Women's Rights","World War II Memorial","Wright Brothers","Wupatki","Yosemite","Yukon-Charley Rivers"
,"NP","NHP","NM","NHS","NPRES","NB","NR","NP","PKWY","NHS","NP","NM","NS","NP","NS","NS","NHS","NP","NM","NM","NMEM","NRA","NB","NHP","NS","NRA","NMEM","NP","NM","NM","NHS","NP","NMEM","NMEM","NHS","NHS","NHS","NHS","NHS","NM","NHS","P","NMP","NMEM","NHP","NMP","NM","NRA","NP","NHS","NP","P","NP","NMP","NS","NHP","NHS","NM","NHP","NL","NMEM","NHS","NHP","NHP","NHP","NP","NMP","NHP","NHP","NHS","NP","NRA","NRA","NRA","NM","NHP","NMEM","NHS","NMEM","NPRES","NHP","NHP","NMEM","NHS","NP","NBP","NHP","NHS","NHP","NMEM","NHS","NHS","NHP","NM","NB","PKWY","NP","NWSR","NR","NP","NM","NL","NM","P","NHP","NHS","NBP","NP","NWSR","NHS","NHP","NM","NMEM","NHS","NPRES","NM","NHP","NWSR","NHS","NMP","NHS","NHS","NM","NHS","NHS","NB","NP","NHP","NMEM","NMEM","NM","NP","NPRES"
1971,"2101100","14500","1400","25900","","40300","","223600","10404800","","377800","59200","","55400","4163200","1490300","","791600","117100","88400","","","24100","304700","","750400","135500","290900","93900","","","1100500","","85600","82400","32100","325200","","80600","7400","185700","","1041000","93700","72600","5244600","34100","680600","2402100","","7173000","181900","27100","636700","","881900","166000","22400","1506400","","1412400","","","","","887000","225200","","","","","4419100","1159600","421200","110200","123000","149000","","2330700","","","192100","","","1571900","727900","","","","","","","575800","372600","52500","7882100","210800","","2181400","1072000","","","156600","424500","","","","2449900","","","182900","237700","242500","","","53700","68700","","295500","719500","","","568000","103800","","40000","550100","","","392300","123400","2342200",""
1972,"2285881","18086","2769","25960","","45850","","273322","11018285","","424830","61146","","60639","4943890","1577406","","856086","117503","","","","41500","495753","","731916","139200","293999","79074","","","1534328","","83952","79435","31731","322996","","75298","7731","222229","","1087547","74457","71393","4205735","39050","962742","2698300","","8034753","271539","39068","650010","","867615","377378","19934","1650368","","2495951","","","","","1051755","230927","","","","","4717594","1494194","447660","108454","109876","163900","76632","1989112","","","316617","","","1699782","725883","","","","","","","586655","402658","42241","8865225","546266","","3081256","1223473","","","169706","458970","","","","2513420","","","180221","268832","265120","","","52361","68380","","269224","534135","","","579456","90831","","38700","505000","","","423725","152872","2190301",""
1973,"2394000","16100","1700","45700","","35100","","234800","11423900","","429700","41900","","62500","4712000","1502400","","840100","135100","","17000","","33900","450500","","715900","143600","315400","76400","","","1044000","","77200","56200","20100","305300","","84200","8800","113200","","1018100","81900","77100","4031700","37200","1199200","1909700","","7586300","224500","45100","698900","930700","935700","394900","20700","1214100","50300","3056600","","","","","899300","209600","","","","","5340600","1677700","428000","85900","109100","119200","659700","2422500","","","579200","","","1754500","717200","","","","","","","635700","361900","37600","9387000","865600","","1300400","1065100","","287500","143600","461000","391700","","","2507600","190000","","161400","228700","54400","","","61300","78200","","247100","666300","","","654800","103200","","33900","479900","","","413600","148100","2254300",""
1974,"2335800","16500","1300","43900","","34800","","267100","11383600","","408800","33300","","59000","4331700","1510700","19400","672400","98200","","104700","","36400","403500","","709700","114800","368800","62800","","","781200","","74800","52900","17500","336100","","85900","5300","148700","","1224300","60400","77300","3774900","32900","1129500","1888600","","7807800","249000","37500","570500","1011600","695700","381500","19900","2307600","63000","2197200","","","","","1216800","203800","","","","","5731600","1732200","575100","99200","85100","108700","522600","2827600","","","379800","","","1566900","699000","","","","","","","812800","337800","42900","8579100","882000","","1084500","781000","","296300","148000","353600","241900","2500","","2489300","190000","","113600","193300","212400","","","49300","71000","","250500","576600","","","553900","124400","","39400","428700","","","472700","105700","2274600",""
1975,"2380500","26400","2500","46500","","40500","","348900","11806900","","579200","36400","","71700","5192600","1572400","30200","790000","135400","130300","103100","","44900","427200","","852300","143600","545500","69500","","","782400","","72000","67000","18700","347800","","89400","","238900","649600","1150200","71200","92100","2242700","41700","1108800","2625100","","8541500","1040200","50300","91800","1364700","780000","360500","18100","2265200","100500","2191000","","","","","1031500","282400","","","","","6001500","1708800","496400","94200","114000","131300","494000","4351900","","","403400","","","1680700","805900","","","","","","","1243600","488100","49000","8825000","866200","","1083400","979400","","277300","164100","502500","339600","14300","","2842200","190900","","179500","236500","65300","","","55900","78700","","267200","512900","","","564100","112500","","41700","324500","","","485200","134900","2537400",""
1976,"2353300","41800","2600","62700","","47500","","373600","12665800","","625600","42700","715400","80000","4989900","1579100","38000","876500","143400","217300","130000","","51500","448800","17800","736500","166400","582400","67700","","","955700","","82100","63400","21600","335400","","98300","211700","276700","838800","1335300","65200","126200","3070200","44000","1009800","2791600","","8991500","1049600","81400","139600","2350700","824800","307500","18300","3687900","153800","3337700","","","","","1127900","213400","","","","","6705400","1826100","635400","105000","117200","244000","492000","4352900","","","386900","","","1748900","882300","","","","","","","1165200","492900","71100","8792200","765600","","1317100","1066200","","324400","198900","415200","356900","17200","","2727900","220900","","159500","288000","82000","","","71100","80300","","322300","831200","","","575200","151800","","53300","458100","","","505000","191500","2682400",""
1977,"2734600","21900","2200","64400","","51600","","310500","12482100","","611500","60200","845900","75500","5318400","1786500","38200","862800","123200","175000","120100","","25300","427000","25100","865900","157300","620400","65300","","","948000","","139800","69600","20700","375700","","98200","102000","216100","717700","1163200","73700","69100","1527900","46200","2066000","2627200","","9173600","160000","92200","105700","2900000","706200","291200","15900","1520400","264100","3490600","","","","","1041000","164700","","","","","6301300","1630800","676800","102300","96300","246700","480400","2350900","","","390100","","","1806300","760800","","","","","","","989100","495200","56200","9770800","682300","","1398400","857300","","294700","188500","510700","446600","18000","","2882100","198200","","102600","323800","105100","","","69400","74000","","280400","898600","","","622300","119500","","42900","532700","","","535000","215200","2392600",""
1978,"2684933","21433","2455","58360","","53000","","271879","12687360","","679260","85206","882619","85932","4995972","1799894","39126","867277","135620","227527","118929","","28000","492734","36375","729260","142200","673610","67570","","","923714","","167987","68200","21914","345624","","104457","87043","168125","739286","1108988","46500","67257","1491560","40193","2136380","2748642","","8695534","495012","108755","188262","3946035","629747","295913","17780","1785606","677532","2654768","","","","","864733","216793","","","","","6649576","1782299","712545","110136","88668","240500","450204","2424478","","","353513","","","1640488","1033811","","","","","","","724850","457986","56967","9730148","917581","","1422350","951402","","287447","180595","521012","491985","18793","","3024868","203130","","131079","329991","75931","","","71133","76558","","288972","888760","","","580244","104975","","72600","539053","","","481140","234735","2569268",""
1979,"2787366","34322","1922","58225","","41186","","234286","11700219","","558095","82390","859943","74545","3921968","1516879","34062","721647","112482","216996","111129","","78441","452889","35811","809007","179738","631152","59064","","","718102","","169209","72465","22908","305153","12008","90584","68288","156749","496921","1010717","35117","78748","994035","31933","1655995","2131716","21325","8019788","250595","110478","161485","2965041","437448","205028","18084","2002333","1606166","1859431","","","","","804175","212876","","37595","","","6155100","1849425","794710","96565","93453","237793","403236","3352343","","92839","295303","","","1384910","778444","","","","","","","956954","382085","44272","9475305","742997","","1453034","671583","","270376","143995","499209","409436","21737","","2568530","391683","","97241","308723","72458","","","69847","59013","","335275","633951","","","580814","118136","","80559","457443","","","396322","186875","2350782",""
1980,"2779666","24974","2211","73995","","37317","","336119","13415014","","571541","71305","885620","56505","4788342","1510237","37160","672963","109202","164484","78355","345956","85766","485666","34682","891490","172932","618140","75555","","","744244","","128619","63465","24036","350464","35922","102361","64975","162142","488614","995434","35941","80568","1096364","32734","1571491","2304973","19449","8440953","283365","113825","156754","2507507","549997","212702","16278","2033208","1222874","1928825","","","","","819065","214931","","48442","","","4965601","1570790","833400","87993","101060","218811","408434","3307585","","274149","317982","","","1495787","797913","","","","","","","1005047","413885","41793","10601566","796079","","1428711","683121","","311000","136358","404358","372212","21606","","2641937","354173","","97910","312079","60147","","","60328","54996","77764","377751","834252","","","511476","97504","","75973","473061","","","428809","161846","2490282",""
1981,"2997972","27055","2384","65557","","43176","","266604","13625753","","474092","45502","1066706","89915","4978838","1634592","44059","771766","102768","113324","104717","471051","64614","425046","37530","988951","165366","630402","79881","","","564721","","110844","71179","22616","299252","51633","136786","60696","231224","334867","1000456","41052","94993","1239647","36417","1733529","2472270","23559","8312884","231632","142641","220944","3316477","589288","256910","16421","1567871","1023436","2282261","","","","","776850","223851","","56182","4616","","5219266","1559283","873754","87038","130765","225590","402686","2989487","","321762","300685","","","1404317","792371","","","","","","","1047239","472306","45059","11160608","829026","","1361644","747832","","329775","149172","467161","335441","24888","","2911242","355962","","109018","353815","59284","","","70528","59422","156437","427699","689442","","","556494","97085","","80047","503424","","","429618","183448","2516893",""
1982,"3572114","25440","2398","60069","","41128","","227428","14360184","","471517","49915","1072818","97079","4021111","1698543","50216","781963","105190","95894","114800","665192","52502","632023","38450","994265","197272","679992","94305","","","550168","","151607","74988","24419","300353","63725","129012","66595","201353","332693","961455","43620","107725","1151141","37902","1733226","2293127","27790","8177869","277869","140620","219540","3507438","682386","254334","18971","4318501","1066573","2967323","","","","","831044","213630","49688","53084","4858","3775","5390496","1909655","819328","77705","149368","207898","432695","3131753","","401022","290524","","","1526676","668601","","","","","10538","","1037897","454985","50192","11051140","857016","","1449168","710619","","356415","134782","439724","345920","33706","","2564116","445183","","121867","348633","58630","","","68844","58290","106502","368936","614788","","","543581","97811","","78374","467392","","","415360","183666","2415587","697"
1983,"4124639","26162","1919","55148","","46748","","291618","15208455","","472633","51641","1075321","100022","4595071","1685628","46673","712247","119229","124165","119639","1081924","57842","718375","32832","1050217","220721","635582","99562","","","577439","","140461","71334","60788","359761","73306","118692","63154","239650","256219","244328","82592","111083","1198949","37717","1873031","2248082","34292","8435475","217141","142736","161504","4060386","600823","242562","22608","4767889","1510630","2948022","","","","","765755","224512","52155","52551","8373","2365","5913768","1844870","666341","68737","147208","216252","448078","3352825","","437999","299460","","","1498503","720745","","","","","6888","","1015027","479722","39532","12796122","858041","","1408642","708512","","441271","133831","419793","347840","40719","","2599006","440016","","123519","375136","55901","","","70039","57922","223096","420104","653835","","","492902","108114","","93573","503739","6759","","484289","190938","2457464","955"
1984,"3734763","23398","2251","59635","","37695","","253048","15135991","","495104","45816","1181302","102533","4560713","1396076","48756","712989","133680","85473","125726","813317","65511","719816","32372","994143","221504","621197","92793","","","628658","","145137","69004","67292","389893","78035","121561","56352","265378","304382","232626","86914","112747","1212226","35013","1971102","2173584","23766","8508390","261142","151862","204413","5803384","673944","226429","21849","4827270","1560428","1709993","","","","","937262","232275","61752","62830","7895","1075","6276562","1944648","622908","65611","145975","217844","431196","3963471","","596304","276414","1081095","","1501450","703100","","","","","5370","","960840","528413","32715","13478261","637836","","1429268","714761","","407697","129064","406832","383120","44953","","2231448","462922","","119870","409112","51714","","","69665","58260","159854","383092","1112881","","","542930","105172","","124011","536022","9211","","409493","207893","2738467","988"
1985,"3745570","24555","2200","69523","","34603","","266012","17193408","","500782","62345","931769","116672","4374799","1224687","53689","732482","142252","128012","148992","1499103","79732","729685","30077","1071782","201869","576679","93074","","30712","697646","","164145","68410","58625","272832","76193","138410","67100","264829","367587","240932","53952","121555","1321130","35739","2078866","2711529","23166","9319290","332849","147758","179278","9880814","566661","207845","21268","4867399","1800326","2140316","","","","","874456","212605","81954","59847","12391","1305","6952147","1597719","517471","68254","159861","219215","431347","3810581","","706921","287622","1122489","1428","1507939","723998","","","","","5335","","895775","545624","43908","12931973","629234","","1358900","736659","","397884","131204","431922","394844","48014","","2248854","439033","","116922","412501","51745","","","73606","58022","154799","324128","899674","","","486754","104050","","176821","477585","14755","","448677","191950","2831952","2073"
1986,"3929054","24693","2202","68990","","39388","","289117","17076150","","578018","74708","1136380","172987","3991213","1535913","61346","752552","160936","2213555","194987","1670336","94513","788593","28165","1114756","209398","586668","87764","","30313","739072","","135883","63918","55138","259622","82923","160019","57857","263145","299413","252943","46630","120903","1363161","44465","2438898","3035787","27029","9836306","311053","163313","171010","7646201","907747","223940","38276","4964318","1676583","2311147","","","","","1028785","221157","100649","55561","11757","1085","7753333","1406693","790311","77061","173778","212002","440775","3972460","","802479","308124","1176096","3107","1646673","793274","","","","","4943","","1208554","642027","45821","14364008","683056","","1351018","761257","","406619","138993","449660","432400","56424","","2408234","438772","","189774","426454","48359","","","82784","60117","162598","395597","1066054","","","666879","109855","","270384","483334","16764","","630779","207951","2876717","1707"
1987,"4288154","25617","2494","93289","","32694","","285439","18604627","","718342","93015","1037027","172384","4941569","1629277","55196","781300","179915","3040848","220987","1533016","90786","776593","27879","1096823","209774","665345","87634","","28814","787493","","84457","52237","43565","282944","74496","129293","45338","249898","225272","381504","69220","119724","1335247","44404","2858739","3513030","25407","10209841","325231","156344","149971","4826892","916361","218664","42671","7300123","1576238","2364694","","","","","1081172","218080","102155","49617","16265","230","8098685","1280496","1067001","75048","174798","219075","418356","4308292","","740875","330848","1211526","4432","1636340","667014","","","","","11124","","945530","738047","41026","9941614","651606","6722","1280744","758082","","474934","117053","418145","415580","54945","","2531864","625549","","128776","449423","33739","","","80906","63327","157753","411391","869149","","","567613","115495","","278170","563720","17012","","315957","208953","3152275","1789"
1988,"4502283","21617","2140","123622","","43351","613011","269073","20002975","","791348","95052","1038035","212100","5180970","1929713","57863","786135","166782","2843214","211518","1691810","93604","760840","30066","1076510","152281","692267","101565","23546","29158","1026188","","82960","54703","48012","287379","68280","129873","52659","275178","324942","404422","62949","113783","1464544","44830","3529241","3859886","22886","8770781","301410","178910","170880","5197899","697230","310220","34838","5362893","1885376","2477458","22857","","12462","","1007695","240349","105590","64657","16912","2275","8327850","1321739","1366305","77555","203151","198685","606918","2787270","","703408","303214","1229295","5419","1735610","778861","","","","","12499","","1001990","802819","49020","11685582","605967","16346","1546702","857031","","553774","105190","358823","392537","53248","","2544211","529414","","129361","515084","36469","","","78382","60311","207465","432718","675690","","","556185","97684","","351658","578016","22710","","328617","243666","3216681","1255"
1989,"5440952","22595","3842","133324","81157","50031","730183","288586","16176171","102779","808045","73779","949201","257411","5020069","2097991","55435","792378","164011","3285976","200677","1668113","95020","887570","35149","1125447","116714","664449","109665","52554","36466","913372","","91675","55026","42735","279977","76753","87516","51271","229464","404922","448985","76011","118085","1352728","52185","3452847","3966209","23415","8333553","277387","168872","132553","4458368","624168","299831","37393","5174682","1791902","2518712","34520","","17354","","1037349","228591","87736","67182","18824","1970","8495295","1274916","1097136","76871","206821","211587","582589","1462609","","735209","286686","454519","5625","1672840","767138","","","","","12087","","916595","835802","46260","10837879","391433","21305","1580800","824141","","565242","109198","305127","414380","59754","","2502915","553779","","149280","499265","86658","","","61106","61912","226125","573188","571862","","","568530","83884","","262687","561758","15495","","472894","245948","3308159","916"
1990,"2339591","20315","3418","131735","127790","43820","794539","275323","16854602","194531","862659","32337","1079022","276831","5449380","2072715","54568","747016","175025","3381595","199007","1762950","124858","897802","36414","1102283","147675","690965","108522","78993","42833","957925","","100897","56547","38399","289411","76294","85233","53007","210380","399460","449004","83447","119751","1243642","52316","3074242","3776685","26753","8151769","301184","192890","189013","4873730","542619","308311","38101","3347163","1919901","2382612","34822","","23580","","1062867","217011","103404","89867","12534","2586","8582223","1358778","1542515","72570","262728","210377","452894","1265085","","728112","193066","615002","5938","1924538","799972","","","","","11569","","857156","852678","51640","5505253","456444","104902","1739597","844592","","561973","106623","290457","392366","63398","","2647323","489274","","163910","502450","42426","","","45536","63945","215924","723521","530733","","","582487","85287","","156676","586464","15853","","463461","249954","3124939","1965"
1991,"2475857","26958","3812","154816","159172","54065","860017","316336","16414294","232064","929067","51542","1159001","339315","5442379","2098930","65157","679450","176910","3344143","220284","1660563","147555","951728","36452","1090929","180974","743608","125697","69119","77632","1292014","","132438","66711","46816","282468","74495","75748","57172","245417","349710","471311","89175","128120","1415840","53007","3181144","3886031","26927","8654459","249163","200398","199587","4987978","489919","298135","40356","3200377","2058801","2622425","34279","","46780","","1071022","233941","110597","108160","13845","2795","8445016","1280021","1771420","76150","279799","209197","509507","1141278","","711748","194220","660651","5241","2158195","905485","","","","","15370","","769746","876093","68511","5832697","22796","86414","2304761","874521","","704894","120419","290726","401540","70514","","2751781","468790","","169919","520487","50659","","","62639","58269","222637","434754","864799","","","588543","83876","","146947","597057","17267","","461494","234122","3423101","2050"
1992,"2382113","27400","3419","183473","212682","64177","752203","337209","17561391","341487","1018174","48621","1032992","395698","5116923","2047103","54941","688742","172345","3288132","211284","2325277","179361","962396","39737","1098183","205387","869183","128942","75916","89363","1025686","","130028","73037","52958","289361","84695","101090","59621","291458","332928","472623","70888","136125","1299203","57287","3587754","4203545","27853","8931690","261340","175120","203723","5427729","449341","305617","42989","3237516","1973098","2415514","35132","","42591","","637446","230285","148019","112136","18849","2829","9016525","1296962","1121973","164132","257179","212037","520940","1237659","","733330","190414","676657","6396","2392858","867606","","","","","14482","","1091964","902010","64958","5776191","20295","186272","1649662","930031","68065","583110","124075","303909","434110","48792","","2788868","500960","","154661","597942","36984","3161","49861","60375","52951","207751","392702","910493","","","590371","73198","","174626","660296","18475","","477643","267090","3819518","2430"
1993,"2656034","43877","3155","189009","234830","62198","737947","319322","17889335","328256","1107951","60204","1211492","434844","5154610","2259889","56992","687161","161886","3319237","257594","2844674","159553","975997","38166","1089098","215493","998474","89434","90316","90136","973706","","129646","71249","47413","327450","77946","116926","54785","306568","255829","472239","37272","143471","1411453","61105","3584158","4575602","26987","9283848","314986","201054","188272","5456294","426481","223268","46537","3168317","1763094","2539740","28737","","44481","","636515","232688","403250","104950","17472","2816","8941225","1480987","1198605","178863","210176","176591","451674","1258534","","602173","184841","625607","9251","2396234","614897","","","","","13816","","953630","946262","58215","5752880","21378","226077","1390130","936429","66870","610811","107292","256612","424819","42945","","2780342","373518","","174913","514943","47958","3589","52945","70161","53363","258994","452936","1010001","","4885","611252","76900","","187833","537075","30111","","477362","262769","3839645","1951"
1994,"2710749","41179","3392","160394","294307","65671","800460","214194","16928639","467858","1028134","57294","1432880","429921","5228594","2383684","54478","617087","170572","3481327","250645","3472026","167831","954010","40743","1064538","250385","971487","99838","101492","82999","886455","","161991","69129","46125","324179","73050","103800","50193","318366","203253","493643","54540","165322","1674532","59693","2797734","4364316","26056","8628174","377531","203520","212986","5069495","394322","249833","30986","3138276","1699958","2553696","28405","","46370","","725930","228759","401034","103048","16929","2781","9566725","1535448","1515674","112349","193558","192460","461966","1200094","","442814","181555","617094","10269","2009935","917534","","","","","13875","","1062161","923687","70225","5287801","19323","241947","1471313","922927","85869","581281","116374","232766","454457","44295","","2968450","424835","","200210","522963","66215","4802","50329","69083","66097","270922","329531","801381","","8634","583061","70635","","205093","871061","29187","","475755","264747","3962117","646"
1995,"2845378","47312","2769","145307","365463","64125","892328","221113","17415519","358029","994548","57716","1380438","448769","5141039","2384388","48634","588609","164753","3672620","222548","3457002","158175","1020369","40022","993072","211549","1109421","75090","100366","84879","820466","","124405","61032","48310","288674","49559","96054","56139","310309","244691","465082","115800","131337","1642982","62292","2511353","4557645","29395","9080420","333010","208972","230513","4520356","386247","241959","32626","3054818","1696488","3234977","32261","","49634","","832794","229746","429570","121752","17116","2781","9838702","1470137","1341016","121507","194410","135400","428202","1291628","","495773","159430","625271","9433","1935709","676087","","","","","19402","","1078632","926631","57706","5849061","65984","232228","1519853","935065","88196","462687","104007","239320","436654","45649","","2878169","458525","","177278","488911","89358","4872","50812","70936","57711","492256","354937","896019","","10519","604796","79059","","145809","805688","33565","","434671","262675","3958406","658"
1996,"2704831","38230","3276","139446","424920","50235","855882","200125","17169062","345739","1269600","45618","1496961","447527","4901782","2355580","42879","557217","155941","3753944","186130","3540375","189434","1051683","43182","1017256","206131","1189215","93894","101158","93998","890167","","122565","64560","45985","308348","48406","75056","48429","352769","247954","477991","98127","135132","1632720","56933","2505004","4537703","29175","9265667","322800","223485","614766","2581037","314548","241757","36384","3128028","1526166","3649308","39766","62314","48836","","502749","227709","480817","111642","15987","2781","9350847","1676466","1045455","108298","179573","130805","412524","1190961","","541515","136892","489122","8536","1896829","725086","","","","","17807","","955938","1029336","58516","6088610","27910","216699","1475942","829495","90533","403684","96157","239369","441828","46593","","2923755","422653","","137366","198349","131890","3946","59701","71970","62206","494267","368899","968615","","11127","616699","77338","","259201","781171","30490","","393721","238889","4046207","1005"
1997,"2760306","56643","3363","121841","462553","51708","858388","209863","18373279","365843","1174824","53583","1368632","432697","4608454","2515057","41402","540797","157447","4109013","193649","2957698","188369","1372951","49864","966680","221633","1188212","76573","105707","85226","989532","","130386","62191","43563","354977","48423","62392","82552","360637","264052","464773","126432","194292","1727070","61638","2430781","4791668","28460","9965075","420875","231980","663904","4697014","340246","210736","29477","3155195","1483782","3420076","44548","75962","44258","","484718","237579","655858","116918","25206","2781","8528420","1683646","1431960","111733","199822","158806","442514","1557964","","510922","129667","587734","8411","1997658","1025826","","","","","23008","8213","828902","947062","47139","5992978","27203","298642","1602504","823266","92209","413963","87907","223655","478023","46584","","2965354","423622","","138405","187734","129818","6023","121420","79402","58713","308215","382417","894000","","9069","629507","77601","","175688","832033","25354","","425132","233582","3669970","1856"
1998,"2594497","63569","3293","111100","474895","64968","856480","193451","19026498","384331","1166331","46455","703301","436524","4804185","2737640","37911","522076","150715","4390268","186480","2935043","180727","1317835","45351","973652","242226","1177746","70559","95001","85347","1118215","","129301","64846","43530","357928","50328","41846","46007","365326","273951","449798","105856","143092","1701660","51594","2442990","4239682","25374","9989395","147634","227924","753943","4293301","371094","231932","38910","2997127","2108789","3420352","49629","83468","56584","","540212","253283","679980","108093","23523","5550","8788055","1636419","1545150","115727","234227","149323","408051","4368912","","554612","124212","567737","9405","2113992","972709","","","22652","","20087","7747","965253","853821","52210","5810094","32753","249518","1547989","816506","77537","455120","91785","162176","492210","57364","","3035422","452748","","170227","175805","131741","3034","633233","78822","58853","292245","383038","1005918","","11844","592957","77967","","176036","849974","74263","","419210","217466","3657132","4451"
1999,"2602227","84574","3047","111391","503110","62302","860224","200142","19836842","391235","1081521","","846512","446160","4915414","2634587","36442","514418","151185","4467492","162495","2898155","186373","1434425","44127","1044523","275505","1227583","80414","109008","65703","1073982","","176230","60419","42572","305305","42250","35880","51228","377650","248131","480820","110971","146413","1641838","51539","2639860","4575124","23502","10283598","110994","219591","740024","4597270","333738","199350","41510","3067187","1748047","3481042","49097","57905","47328","","559534","254158","693883","116012","32455","6309","9023943","1779138","1403793","135180","211494","146914","385683","4099480","","551208","122116","537685","9645","1710983","815338","","","44964","","20325","6577","869884","823489","81574","6392961","21488","245899","1536301","666978","72604","442916","92605","145993","435810","58317","","3186323","328506","","158602","183198","188431","4038","637012","74006","56189","354356","313863","1021860","","15058","553948","74954","","177721","761717","36672","","375681","245225","3493607","4072"
2000,"2469238","87347","3131","133396","505062","40470","864200","191506","19153081","393175","1099275","","1115345","401558","4581169","2647383","35240","469303","124130","4588273","183418","2659709","212876","1520386","43782","1022320","253421","1179094","77563","76557","76958","995390","","189948","54988","40001","244750","36479","53628","38667","376688","258667","489833","111299","134241","1542184","46194","2568111","4460228","20864","10175812","169511","198762","822948","4590595","317699","192815","43892","3179157","1820228","3458956","52103","86989","44150","","528987","257499","697051","124680","33048","2646","8755005","1615751","1415627","114337","214759","154031","367968","4009145","","604787","108728","488094","9514","1749268","692006","","38010","46289","","14066","5696","1004195","789131","89872","5737183","25704","240194","1568758","605192","61170","422683","92391","175581","419518","54256","","3185392","369736","","163914","167988","178795","4414","650585","76059","53706","276178","410575","934226","","15910","515229","67035","","196502","668507","26501","","429472","243270","3400903","3677"
2001,"2516551","167500","2456","142340","409771","56619","916548","181018","19969587","390130","1068619","","1062962","368592","4391478","2592889","34769","455621","132630","3601635","216320","2751256","218361","887488","45193","879776","221282","1014636","79846","118374","86012","1049851","","195303","56946","35581","267464","40673","84974","53065","404662","267032","465323","85107","129161","1792380","49447","2340031","4104809","20188","9197697","192154","222307","858125","4549900","325156","183640","52077","2813047","1735404","3532524","59716","63006","54000","","541787","267402","713436","76030","36280","4217","8465547","1248278","1252160","113882","226137","146037","392214","3968357","","723568","101824","529503","10147","1883580","822684","","46834","26350","","15950","5769","1072979","710595","88320","5552351","27739","193105","1488355","583904","60608","421312","88512","217721","402071","54745","","3139685","257903","","154897","159523","190029","5241","707183","80006","49570","306639","396656","992284","","17643","518958","64679","","223531","650357","23771","","438548","239476","3368731","6571"
2002,"2558572","173944","2125","146484","449481","61142","852873","173687","21538760","299958","886436","50213","1075747","367078","4455931","2923894","38052","476259","85375","2976795","221604","2806578","214257","915347","41576","732713","194161","897596","75061","115893","71189","968909","","184575","56454","39920","278565","38439","74906","77863","387394","287233","464890","79548","128207","1833033","45585","2106896","4001974","20273","9316420","144289","202911","762412","4561862","286289","191812","52330","2972104","1989941","3333454","52706","60825","70101","","545420","265077","754436","66182","31662","4046","7550284","936234","1444751","116445","231907","127225","390076","3551973","","742016","95188","420089","12323","1891307","779147","","52823","31940","","16036","2554","1179317","643645","86782","5643170","20691","232768","1607279","571586","59222","429229","84299","248577","377125","60851","","2988475","279060","","142812","150664","173996","4824","655335","57328","48438","296095","403016","1023370","15374","16113","498964","61293","","203356","810298","21880","","440737","236394","3361867","5144"
